Date,Harvest China A Research Select A HKD
12/26/17,108.41
12/27/17,108.41
12/28/17,108.41
12/29/17,108.41
12/30/17,108.41
12/31/17,108.41
1/1/18,108.41
1/2/18,108.41
1/3/18,108.41
1/4/18,108.41
1/5/18,108.41
1/6/18,108.41
1/7/18,108.41
1/8/18,108.41
1/9/18,108.41
1/10/18,108.41
1/11/18,108.41
1/12/18,108.41
1/13/18,108.41
1/14/18,108.41
1/15/18,108.41
1/16/18,108.41
1/17/18,108.41
1/18/18,108.41
1/19/18,108.41
1/20/18,108.41
1/21/18,108.41
1/22/18,108.41
1/23/18,108.41
1/24/18,108.41
1/25/18,108.41
1/26/18,108.41
1/27/18,108.41
1/28/18,108.41
1/29/18,108.41
1/30/18,108.41
1/31/18,108.41
2/1/18,108.41
2/2/18,108.41
2/3/18,108.41
2/4/18,108.41
2/5/18,108.41
2/6/18,108.41
2/7/18,108.41
2/8/18,108.41
2/9/18,108.41
2/10/18,108.41
2/11/18,108.41
2/12/18,108.41
2/13/18,108.41
2/14/18,108.41
2/15/18,108.41
2/16/18,108.41
2/17/18,108.41
2/18/18,108.41
2/19/18,108.41
2/20/18,108.41
2/21/18,108.41
2/22/18,108.41
2/23/18,108.41
2/24/18,108.41
2/25/18,108.41
2/26/18,108.41
2/27/18,108.41
2/28/18,108.41
3/1/18,108.41
3/2/18,108.41
3/3/18,108.41
3/4/18,108.41
3/5/18,108.41
3/6/18,108.41
3/7/18,108.41
3/8/18,108.41
3/9/18,108.41
3/10/18,108.41
3/11/18,108.41
3/12/18,108.41
3/13/18,108.41
3/14/18,108.41
3/15/18,108.41
3/16/18,108.41
3/17/18,108.41
3/18/18,108.41
3/19/18,108.41
3/20/18,108.41
3/21/18,108.41
3/22/18,108.41
3/23/18,108.41
3/24/18,108.41
3/25/18,108.41
3/26/18,108.41
3/27/18,108.41
3/28/18,108.41
3/29/18,108.41
3/30/18,108.41
3/31/18,108.41
4/1/18,108.41
4/2/18,108.41
4/3/18,108.41
4/4/18,108.41
4/5/18,108.41
4/6/18,108.41
4/7/18,108.41
4/8/18,108.41
4/9/18,108.41
4/10/18,108.41
4/11/18,108.41
4/12/18,108.41
4/13/18,108.41
4/14/18,108.41
4/15/18,108.41
4/16/18,108.41
4/17/18,108.41
4/18/18,108.41
4/19/18,108.41
4/20/18,108.41
4/21/18,108.41
4/22/18,108.41
4/23/18,108.41
4/24/18,108.41
4/25/18,108.41
4/26/18,108.41
4/27/18,108.41
4/28/18,108.41
4/29/18,108.41
4/30/18,108.41
5/1/18,108.41
5/2/18,108.41
5/3/18,108.41
5/4/18,108.41
5/5/18,108.41
5/6/18,108.41
5/7/18,108.41
5/8/18,108.41
5/9/18,108.41
5/10/18,108.41
5/11/18,108.41
5/12/18,108.41
5/13/18,108.41
5/14/18,108.41
5/15/18,108.41
5/16/18,108.41
5/17/18,108.41
5/18/18,108.41
5/19/18,108.41
5/20/18,108.41
5/21/18,108.41
5/22/18,108.41
5/23/18,108.41
5/24/18,108.41
5/25/18,108.41
5/26/18,108.41
5/27/18,108.41
5/28/18,108.41
5/29/18,108.41
5/30/18,108.41
5/31/18,108.41
6/1/18,108.41
6/2/18,108.41
6/3/18,108.41
6/4/18,108.41
6/5/18,108.41
6/6/18,108.41
6/7/18,108.41
6/8/18,108.41
6/9/18,108.41
6/10/18,108.41
6/11/18,108.41
6/12/18,108.41
6/13/18,108.41
6/14/18,108.41
6/15/18,108.41
6/16/18,108.41
6/17/18,108.41
6/18/18,108.41
6/19/18,108.41
6/20/18,108.41
6/21/18,108.41
6/22/18,108.41
6/23/18,108.41
6/24/18,108.41
6/25/18,108.41
6/26/18,108.41
6/27/18,108.41
6/28/18,108.41
6/29/18,108.41
6/30/18,108.41
7/1/18,108.41
7/2/18,108.41
7/3/18,108.41
7/4/18,108.41
7/5/18,108.41
7/6/18,108.41
7/7/18,108.41
7/8/18,108.41
7/9/18,108.41
7/10/18,108.41
7/11/18,108.41
7/12/18,108.41
7/13/18,108.41
7/14/18,108.41
7/15/18,108.41
7/16/18,108.41
7/17/18,108.41
7/18/18,108.41
7/19/18,108.41
7/20/18,108.41
7/21/18,108.41
7/22/18,108.41
7/23/18,108.41
7/24/18,108.41
7/25/18,108.41
7/26/18,108.41
7/27/18,108.41
7/28/18,108.41
7/29/18,108.41
7/30/18,108.41
7/31/18,108.41
8/1/18,108.41
8/2/18,108.41
8/3/18,108.41
8/4/18,108.41
8/5/18,108.41
8/6/18,108.41
8/7/18,108.41
8/8/18,108.41
8/9/18,108.41
8/10/18,108.41
8/11/18,108.41
8/12/18,108.41
8/13/18,108.41
8/14/18,108.41
8/15/18,108.41
8/16/18,108.41
8/17/18,108.41
8/18/18,108.41
8/19/18,108.41
8/20/18,108.41
8/21/18,108.41
8/22/18,108.41
8/23/18,108.41
8/24/18,108.41
8/25/18,108.41
8/26/18,108.41
8/27/18,108.41
8/28/18,108.41
8/29/18,108.41
8/30/18,108.41
8/31/18,108.41
9/1/18,108.41
9/2/18,108.41
9/3/18,108.41
9/4/18,108.41
9/5/18,108.41
9/6/18,108.41
9/7/18,108.41
9/8/18,108.41
9/9/18,108.41
9/10/18,108.41
9/11/18,108.41
9/12/18,108.41
9/13/18,108.41
9/14/18,108.41
9/15/18,108.41
9/16/18,108.41
9/17/18,108.41
9/18/18,108.41
9/19/18,108.41
9/20/18,108.41
9/21/18,108.41
9/22/18,108.41
9/23/18,108.41
9/24/18,108.41
9/25/18,108.41
9/26/18,108.41
9/27/18,108.41
9/28/18,108.41
9/29/18,108.41
9/30/18,108.41
10/1/18,108.41
10/2/18,108.41
10/3/18,108.41
10/4/18,108.41
10/5/18,108.41
10/6/18,108.41
10/7/18,108.41
10/8/18,108.41
10/9/18,108.41
10/10/18,108.41
10/11/18,108.41
10/12/18,108.41
10/13/18,108.41
10/14/18,108.41
10/15/18,108.41
10/16/18,108.41
10/17/18,108.41
10/18/18,108.41
10/19/18,108.41
10/20/18,108.41
10/21/18,108.41
10/22/18,108.41
10/23/18,108.41
10/24/18,108.41
10/25/18,108.41
10/26/18,108.41
10/27/18,108.41
10/28/18,108.41
10/29/18,108.41
10/30/18,108.41
10/31/18,108.41
11/1/18,108.41
11/2/18,108.41
11/3/18,108.41
11/4/18,108.41
11/5/18,108.41
11/6/18,108.41
11/7/18,108.41
11/8/18,108.41
11/9/18,108.41
11/10/18,108.41
11/11/18,108.41
11/12/18,108.41
11/13/18,108.41
11/14/18,108.41
11/15/18,108.41
11/16/18,108.41
11/17/18,108.41
11/18/18,108.41
11/19/18,108.41
11/20/18,108.41
11/21/18,108.41
11/22/18,108.41
11/23/18,108.41
11/24/18,108.41
11/25/18,108.41
11/26/18,108.41
11/27/18,108.41
11/28/18,108.41
11/29/18,108.41
11/30/18,108.41
12/1/18,108.41
12/2/18,108.41
12/3/18,108.41
12/4/18,108.41
12/5/18,108.41
12/6/18,108.41
12/7/18,108.41
12/8/18,108.41
12/9/18,108.41
12/10/18,108.41
12/11/18,108.41
12/12/18,108.41
12/13/18,108.41
12/14/18,108.41
12/15/18,108.41
12/16/18,108.41
12/17/18,108.41
12/18/18,108.41
12/19/18,108.41
12/20/18,108.41
12/21/18,108.41
12/22/18,108.41
12/23/18,108.41
12/24/18,108.41
12/25/18,108.41
12/26/18,108.41
12/27/18,108.41
12/28/18,108.41
12/29/18,108.41
12/30/18,108.41
12/31/18,108.41
1/1/19,108.41
1/2/19,108.41
1/3/19,108.41
1/4/19,108.41
1/5/19,108.41
1/6/19,108.41
1/7/19,108.41
1/8/19,108.41
1/9/19,108.41
1/10/19,108.41
1/11/19,108.41
1/12/19,108.41
1/13/19,108.41
1/14/19,108.41
1/15/19,108.41
1/16/19,108.41
1/17/19,108.41
1/18/19,108.41
1/19/19,108.41
1/20/19,108.41
1/21/19,108.41
1/22/19,108.41
1/23/19,108.41
1/24/19,108.41
1/25/19,108.41
1/26/19,108.41
1/27/19,108.41
1/28/19,108.41
1/29/19,108.41
1/30/19,108.41
1/31/19,108.41
2/1/19,108.41
2/2/19,108.41
2/3/19,108.41
2/4/19,108.41
2/5/19,108.41
2/6/19,108.41
2/7/19,108.41
2/8/19,108.41
2/9/19,108.41
2/10/19,108.41
2/11/19,108.41
2/12/19,108.41
2/13/19,108.41
2/14/19,108.41
2/15/19,108.41
2/16/19,108.41
2/17/19,108.41
2/18/19,108.41
2/19/19,108.41
2/20/19,108.41
2/21/19,108.41
2/22/19,108.41
2/23/19,108.41
2/24/19,108.41
2/25/19,108.41
2/26/19,108.41
2/27/19,108.41
2/28/19,108.41
3/1/19,108.41
3/2/19,108.41
3/3/19,108.41
3/4/19,108.41
3/5/19,108.41
3/6/19,108.41
3/7/19,108.41
3/8/19,108.41
3/9/19,108.41
3/10/19,108.41
3/11/19,108.41
3/12/19,108.41
3/13/19,108.41
3/14/19,108.41
3/15/19,108.41
3/16/19,108.41
3/17/19,108.41
3/18/19,108.41
3/19/19,108.41
3/20/19,108.41
3/21/19,108.41
3/22/19,108.41
3/23/19,108.41
3/24/19,108.41
3/25/19,108.41
3/26/19,108.41
3/27/19,108.41
3/28/19,108.41
3/29/19,108.41
3/30/19,108.41
3/31/19,108.41
4/1/19,108.41
4/2/19,108.41
4/3/19,108.41
4/4/19,108.41
4/5/19,108.41
4/6/19,108.41
4/7/19,108.41
4/8/19,108.41
4/9/19,108.41
4/10/19,108.41
4/11/19,108.41
4/12/19,108.41
4/13/19,108.41
4/14/19,108.41
4/15/19,108.41
4/16/19,108.41
4/17/19,108.41
4/18/19,108.41
4/19/19,108.41
4/20/19,108.41
4/21/19,108.41
4/22/19,108.41
4/23/19,108.41
4/24/19,108.41
4/25/19,108.41
4/26/19,108.41
4/27/19,108.41
4/28/19,108.41
4/29/19,108.41
4/30/19,108.41
5/1/19,108.41
5/2/19,108.41
5/3/19,108.41
5/4/19,108.41
5/5/19,108.41
5/6/19,108.41
5/7/19,108.41
5/8/19,108.41
5/9/19,108.41
5/10/19,108.41
5/11/19,108.41
5/12/19,108.41
5/13/19,108.41
5/14/19,108.41
5/15/19,108.41
5/16/19,108.41
5/17/19,108.41
5/18/19,108.41
5/19/19,108.41
5/20/19,108.41
5/21/19,108.41
5/22/19,108.41
5/23/19,108.41
5/24/19,108.41
5/25/19,108.41
5/26/19,108.41
5/27/19,108.41
5/28/19,108.41
5/29/19,108.41
5/30/19,108.41
5/31/19,108.41
6/1/19,108.41
6/2/19,108.41
6/3/19,108.41
6/4/19,108.41
6/5/19,108.41
6/6/19,108.41
6/7/19,108.41
6/8/19,108.41
6/9/19,108.41
6/10/19,108.41
6/11/19,108.41
6/12/19,108.41
6/13/19,108.41
6/14/19,108.41
6/15/19,108.41
6/16/19,108.41
6/17/19,108.41
6/18/19,108.41
6/19/19,108.41
6/20/19,108.41
6/21/19,108.41
6/22/19,108.41
6/23/19,108.41
6/24/19,108.41
6/25/19,108.41
6/26/19,108.41
6/27/19,108.41
6/28/19,108.41
6/29/19,108.41
6/30/19,108.41
7/1/19,108.41
7/2/19,108.41
7/3/19,108.41
7/4/19,108.41
7/5/19,108.41
7/6/19,108.41
7/7/19,108.41
7/8/19,108.41
7/9/19,108.41
7/10/19,108.41
7/11/19,108.41
7/12/19,108.41
7/13/19,108.41
7/14/19,108.41
7/15/19,108.41
7/16/19,108.41
7/17/19,108.41
7/18/19,108.41
7/19/19,108.41
7/20/19,108.41
7/21/19,108.41
7/22/19,108.41
7/23/19,108.41
7/24/19,108.41
7/25/19,108.41
7/26/19,108.41
7/27/19,108.41
7/28/19,108.41
7/29/19,108.41
7/30/19,108.41
7/31/19,108.41
8/1/19,108.41
8/2/19,108.41
8/3/19,108.41
8/4/19,108.41
8/5/19,108.41
8/6/19,108.41
8/7/19,108.41
8/8/19,108.41
8/9/19,108.41
8/10/19,108.41
8/11/19,108.41
8/12/19,108.41
8/13/19,108.41
8/14/19,108.41
8/15/19,108.41
8/16/19,108.41
8/17/19,108.41
8/18/19,108.41
8/19/19,108.41
8/20/19,108.41
8/21/19,108.41
8/22/19,108.41
8/23/19,108.41
8/24/19,108.41
8/25/19,108.41
8/26/19,108.41
8/27/19,108.41
8/28/19,108.41
8/29/19,108.41
8/30/19,108.41
8/31/19,108.41
9/1/19,108.41
9/2/19,108.41
9/3/19,108.41
9/4/19,108.41
9/5/19,108.41
9/6/19,108.41
9/7/19,108.41
9/8/19,108.41
9/9/19,108.41
9/10/19,108.41
9/11/19,108.41
9/12/19,108.41
9/13/19,108.41
9/14/19,108.41
9/15/19,108.41
9/16/19,108.41
9/17/19,108.41
9/18/19,108.41
9/19/19,108.41
9/20/19,108.41
9/21/19,108.41
9/22/19,108.41
9/23/19,108.41
9/24/19,108.41
9/25/19,108.41
9/26/19,108.41
9/27/19,108.41
9/28/19,108.41
9/29/19,108.41
9/30/19,108.41
10/1/19,108.41
10/2/19,108.41
10/3/19,108.41
10/4/19,108.41
10/5/19,108.41
10/6/19,108.41
10/7/19,108.41
10/8/19,108.41
10/9/19,108.41
10/10/19,108.41
10/11/19,108.41
10/12/19,108.41
10/13/19,108.41
10/14/19,108.41
10/15/19,108.41
10/16/19,108.41
10/17/19,108.41
10/18/19,108.41
10/19/19,108.41
10/20/19,108.41
10/21/19,108.41
10/22/19,108.41
10/23/19,108.41
10/24/19,108.41
10/25/19,108.41
10/26/19,108.41
10/27/19,108.41
10/28/19,108.41
10/29/19,108.41
10/30/19,108.41
10/31/19,108.41
11/1/19,108.41
11/2/19,108.41
11/3/19,108.41
11/4/19,108.41
11/5/19,108.41
11/6/19,108.41
11/7/19,108.41
11/8/19,108.41
11/9/19,108.41
11/10/19,108.41
11/11/19,108.41
11/12/19,108.41
11/13/19,108.41
11/14/19,108.41
11/15/19,108.41
11/16/19,108.41
11/17/19,108.41
11/18/19,108.41
11/19/19,108.41
11/20/19,108.41
11/21/19,108.41
11/22/19,108.41
11/23/19,108.41
11/24/19,108.41
11/25/19,108.41
11/26/19,108.41
11/27/19,108.41
11/28/19,108.41
11/29/19,108.41
11/30/19,108.41
12/1/19,108.41
12/2/19,108.41
12/3/19,108.41
12/4/19,108.41
12/5/19,108.41
12/6/19,108.41
12/7/19,108.41
12/8/19,108.41
12/9/19,108.41
12/10/19,108.41
12/11/19,108.41
12/12/19,108.41
12/13/19,108.41
12/14/19,108.41
12/15/19,108.41
12/16/19,108.41
12/17/19,108.41
12/18/19,108.41
12/19/19,108.41
12/20/19,108.41
12/21/19,108.41
12/22/19,108.41
12/23/19,108.41
12/24/19,108.41
12/25/19,108.41
12/26/19,108.41
12/27/19,108.41
12/28/19,108.41
12/29/19,108.41
12/30/19,108.41
12/31/19,108.41
1/1/20,108.41
1/2/20,108.41
1/3/20,108.41
1/4/20,108.41
1/5/20,108.41
1/6/20,108.41
1/7/20,108.41
1/8/20,108.41
1/9/20,108.41
1/10/20,108.41
1/11/20,108.41
1/12/20,108.41
1/13/20,108.41
1/14/20,108.41
1/15/20,108.41
1/16/20,108.41
1/17/20,108.41
1/18/20,108.41
1/19/20,108.41
1/20/20,108.41
1/21/20,108.41
1/22/20,108.41
1/23/20,108.41
1/24/20,108.41
1/25/20,108.41
1/26/20,108.41
1/27/20,108.41
1/28/20,108.41
1/29/20,108.41
1/30/20,108.41
1/31/20,108.41
2/1/20,108.41
2/2/20,108.41
2/3/20,108.41
2/4/20,108.41
2/5/20,108.41
2/6/20,108.41
2/7/20,108.41
2/8/20,108.41
2/9/20,108.41
2/10/20,108.41
2/11/20,108.41
2/12/20,108.41
2/13/20,108.41
2/14/20,108.41
2/15/20,108.41
2/16/20,108.41
2/17/20,108.41
2/18/20,108.41
2/19/20,108.41
2/20/20,108.41
2/21/20,108.41
2/22/20,108.41
2/23/20,108.41
2/24/20,108.41
2/25/20,108.41
2/26/20,108.41
2/27/20,108.41
2/28/20,108.41
2/29/20,108.41
3/1/20,108.41
3/2/20,108.41
3/3/20,108.41
3/4/20,108.41
3/5/20,108.41
3/6/20,108.41
3/7/20,108.41
3/8/20,108.41
3/9/20,108.41
3/10/20,108.41
3/11/20,108.41
3/12/20,108.41
3/13/20,108.41
3/14/20,108.41
3/15/20,108.41
3/16/20,108.41
3/17/20,108.41
3/18/20,108.41
3/19/20,108.41
3/20/20,108.41
3/21/20,108.41
3/22/20,108.41
3/23/20,108.41
3/24/20,108.41
3/25/20,108.41
3/26/20,108.41
3/27/20,108.41
3/28/20,108.41
3/29/20,108.41
3/30/20,108.41
3/31/20,108.41
4/1/20,108.41
4/2/20,108.41
4/3/20,108.41
4/4/20,108.41
4/5/20,108.41
4/6/20,108.41
4/7/20,108.41
4/8/20,108.41
4/9/20,108.41
4/10/20,108.41
4/11/20,108.41
4/12/20,108.41
4/13/20,108.41
4/14/20,108.41
4/15/20,108.41
4/16/20,108.66
4/17/20,109.24
4/18/20,109.24
4/19/20,109.24
4/20/20,110.74
4/21/20,109.92
4/22/20,111.53
4/23/20,111.54
4/24/20,111.13
4/25/20,111.13
4/26/20,111.13
4/27/20,112.35
4/28/20,114.0
4/29/20,113.23
4/30/20,113.23
5/1/20,113.23
5/2/20,113.23
5/3/20,113.23
5/4/20,113.23
5/5/20,113.23
5/6/20,113.46
5/7/20,114.51
5/8/20,116.49
5/9/20,116.49
5/10/20,116.49
5/11/20,115.9
5/12/20,116.66
5/13/20,117.99
5/14/20,116.33
5/15/20,115.5
5/16/20,115.5
5/17/20,115.5
5/18/20,117.08
5/19/20,118.57
5/20/20,117.34
5/21/20,117.43
5/22/20,114.33
5/23/20,114.33
5/24/20,114.33
5/25/20,115.61
5/26/20,116.85
5/27/20,115.26
5/28/20,115.88
5/29/20,117.5
5/30/20,117.5
5/31/20,117.5
6/1/20,119.81
6/2/20,119.3
6/3/20,119.33
6/4/20,119.47
6/5/20,120.67
6/6/20,120.67
6/7/20,120.67
6/8/20,120.85
6/9/20,121.25
6/10/20,123.09
6/11/20,122.18
6/12/20,122.96
6/13/20,122.96
6/14/20,122.96
6/15/20,122.19
6/16/20,124.34
6/17/20,125.11
6/18/20,124.4
6/19/20,126.48
6/20/20,126.48
6/21/20,126.48
6/22/20,126.91
6/23/20,129.03
6/24/20,129.44
6/25/20,129.44
6/26/20,129.44
6/27/20,129.44
6/28/20,129.44
6/29/20,131.02
6/30/20,133.66
7/1/20,133.66
7/2/20,132.85
7/3/20,132.95
7/4/20,132.95
7/5/20,132.95
7/6/20,137.23
7/7/20,138.73
7/8/20,139.38
7/9/20,142.5
7/10/20,142.02
7/11/20,142.02
7/12/20,142.02
7/13/20,145.19
7/14/20,144.69
7/15/20,145.3
7/16/20,137.94
7/17/20,140.61
7/18/20,140.61
7/19/20,140.61
7/20/20,142.57
7/21/20,145.64
7/22/20,146.66
7/23/20,148.21
7/24/20,140.73
7/25/20,140.73
7/26/20,140.73
7/27/20,142.84
7/28/20,146.66
7/29/20,150.51
7/30/20,150.38
7/31/20,154.68
8/1/20,154.68
8/2/20,154.68
8/3/20,156.86
8/4/20,155.14
8/5/20,158.81
8/6/20,156.24
8/7/20,154.04
8/8/20,154.04
8/9/20,154.04
8/10/20,151.62
8/11/20,150.59
8/12/20,147.33
8/13/20,147.6
8/14/20,150.31
8/15/20,150.31
8/16/20,150.31
8/17/20,152.55
8/18/20,155.33
8/19/20,151.67
8/20/20,149.48
8/21/20,151.38
8/22/20,151.38
8/23/20,151.38
8/24/20,153.18
8/25/20,153.29
8/26/20,151.7
8/27/20,153.36
8/28/20,157.86
8/29/20,157.86
8/30/20,157.86
8/31/20,156.61
9/1/20,158.15
9/2/20,157.81
9/3/20,155.97
9/4/20,153.54
9/5/20,153.54
9/6/20,153.54
9/7/20,148.52
9/8/20,147.96
9/9/20,143.95
9/10/20,145.35
9/11/20,147.66
9/12/20,147.66
9/13/20,147.66
9/14/20,148.63
9/15/20,151.57
9/16/20,149.59
9/17/20,148.01
9/18/20,150.98
9/19/20,150.98
9/20/20,150.98
9/21/20,148.72
9/22/20,148.49
9/23/20,149.71
9/24/20,146.12
9/25/20,145.59
9/26/20,145.59
9/27/20,145.59
9/28/20,145.73
9/29/20,146.07
9/30/20,147.15
10/1/20,147.15
10/2/20,147.15
10/3/20,147.15
10/4/20,147.15
10/5/20,147.15
10/6/20,147.15
10/7/20,147.15
10/8/20,147.15
10/9/20,154.47
10/10/20,154.47
10/11/20,154.47
10/12/20,158.12
10/13/20,158.12
10/14/20,158.75
10/15/20,157.09
10/16/20,157.14
10/17/20,157.14
10/18/20,157.14
10/19/20,155.37
10/20/20,157.39
10/21/20,157.41
10/22/20,155.4
10/23/20,151.79
10/24/20,151.79
10/25/20,151.79
10/26/20,151.79
10/27/20,151.92
10/28/20,153.7
10/29/20,156.15
10/30/20,152.86
10/31/20,152.86
11/1/20,152.86
11/2/20,154.7
11/3/20,156.17
11/4/20,157.93
