Date,CSOP Select US Dollar Bd A HKD Acc
9/18/19,11.74
9/19/19,11.75
9/20/19,11.84
9/21/19,11.84
9/22/19,11.84
9/23/19,11.84
9/24/19,11.84
9/25/19,11.76
9/26/19,11.76
9/27/19,11.76
9/28/19,11.76
9/29/19,11.76
9/30/19,11.76
10/1/19,11.76
10/2/19,11.84
10/3/19,11.84
10/4/19,11.84
10/5/19,11.84
10/6/19,11.84
10/7/19,11.84
10/8/19,11.84
10/9/19,11.85
10/10/19,11.84
10/11/19,11.84
10/12/19,11.84
10/13/19,11.84
10/14/19,11.85
10/15/19,11.85
10/16/19,11.92
10/17/19,11.92
10/18/19,11.92
10/19/19,11.92
10/20/19,11.92
10/21/19,12.0
10/22/19,12.0
10/23/19,12.0
10/24/19,11.99
10/25/19,11.91
10/26/19,11.91
10/27/19,11.91
10/28/19,11.92
10/29/19,11.92
10/30/19,11.92
10/31/19,11.91
11/1/19,11.91
11/2/19,11.91
11/3/19,11.91
11/4/19,11.91
11/5/19,11.9
11/6/19,11.89
11/7/19,11.89
11/8/19,11.9
11/9/19,11.9
11/10/19,11.9
11/11/19,11.9
11/12/19,11.9
11/13/19,11.9
11/14/19,11.9
11/15/19,11.9
11/16/19,11.9
11/17/19,11.9
11/18/19,11.9
11/19/19,11.9
11/20/19,11.9
11/21/19,11.89
11/22/19,11.97
11/23/19,11.97
11/24/19,11.97
11/25/19,11.98
11/26/19,11.98
11/27/19,11.98
11/28/19,11.98
11/29/19,11.98
11/30/19,11.98
12/1/19,11.98
12/2/19,11.98
12/3/19,11.66
12/4/19,11.67
12/5/19,11.59
12/6/19,11.59
12/7/19,11.59
12/8/19,11.59
12/9/19,11.59
12/10/19,11.58
12/11/19,11.48
12/12/19,11.47
12/13/19,11.54
12/14/19,11.54
12/15/19,11.54
12/16/19,11.54
12/17/19,11.53
12/18/19,11.53
12/19/19,11.54
12/20/19,11.54
12/21/19,11.54
12/22/19,11.54
12/23/19,11.52
12/24/19,11.53
12/25/19,11.53
12/26/19,11.53
12/27/19,11.52
12/28/19,11.52
12/29/19,11.52
12/30/19,11.53
12/31/19,11.53
1/1/20,11.53
1/2/20,11.53
1/3/20,11.59
1/4/20,11.59
1/5/20,11.59
1/6/20,11.57
1/7/20,11.59
1/8/20,11.59
1/9/20,11.57
1/10/20,11.57
1/11/20,11.57
1/12/20,11.57
1/13/20,11.58
1/14/20,11.59
1/15/20,11.66
1/16/20,11.66
1/17/20,11.65
1/18/20,11.65
1/19/20,11.65
1/20/20,11.65
1/21/20,11.66
1/22/20,11.66
1/23/20,11.66
1/24/20,11.66
1/25/20,11.66
1/26/20,11.66
1/27/20,11.66
1/28/20,11.66
1/29/20,11.66
1/30/20,11.65
1/31/20,11.73
2/1/20,11.73
2/2/20,11.73
2/3/20,11.65
2/4/20,11.73
2/5/20,11.72
2/6/20,11.72
2/7/20,11.73
2/8/20,11.73
2/9/20,11.73
2/10/20,11.73
2/11/20,11.73
2/12/20,11.73
2/13/20,11.73
2/14/20,11.73
2/15/20,11.73
2/16/20,11.73
2/17/20,11.73
2/18/20,11.73
2/19/20,11.73
2/20/20,11.75
2/21/20,11.76
2/22/20,11.76
2/23/20,11.76
2/24/20,11.85
2/25/20,11.84
2/26/20,11.85
2/27/20,11.77
2/28/20,11.77
2/29/20,11.77
3/1/20,11.77
3/2/20,11.83
3/3/20,11.81
3/4/20,11.81
3/5/20,11.81
3/6/20,11.81
3/7/20,11.81
3/8/20,11.81
3/9/20,11.81
3/10/20,11.73
3/11/20,11.73
3/12/20,11.68
3/13/20,11.58
3/14/20,11.58
3/15/20,11.58
3/16/20,11.5
3/17/20,11.49
3/18/20,11.34
3/19/20,11.25
3/20/20,11.25
3/21/20,11.25
3/22/20,11.25
3/23/20,11.32
3/24/20,11.32
3/25/20,11.32
3/26/20,11.32
3/27/20,11.39
3/28/20,11.39
3/29/20,11.39
3/30/20,11.32
3/31/20,11.39
4/1/20,11.32
4/2/20,11.24
4/3/20,11.24
4/4/20,11.24
4/5/20,11.24
4/6/20,11.24
4/7/20,11.24
4/8/20,11.24
4/9/20,11.24
4/10/20,11.24
4/11/20,11.24
4/12/20,11.24
4/13/20,11.24
4/14/20,11.16
4/15/20,11.24
4/16/20,11.16
4/17/20,11.24
4/18/20,11.24
4/19/20,11.24
4/20/20,11.24
4/21/20,11.24
4/22/20,11.24
4/23/20,11.16
4/24/20,11.16
4/25/20,11.16
4/26/20,11.16
4/27/20,11.16
4/28/20,11.16
4/29/20,11.24
4/30/20,11.24
5/1/20,11.24
5/2/20,11.24
5/3/20,11.24
5/4/20,11.17
5/5/20,11.32
5/6/20,11.32
5/7/20,11.24
5/8/20,11.24
5/9/20,11.24
5/10/20,11.24
5/11/20,11.24
5/12/20,11.32
5/13/20,11.24
5/14/20,11.32
5/15/20,11.32
5/16/20,11.32
5/17/20,11.32
5/18/20,11.32
5/19/20,11.32
5/20/20,11.32
5/21/20,11.32
5/22/20,11.32
5/23/20,11.32
5/24/20,11.32
5/25/20,11.32
5/26/20,11.32
5/27/20,11.32
5/28/20,11.32
5/29/20,11.32
5/30/20,11.32
5/31/20,11.32
6/1/20,11.32
6/2/20,11.39
6/3/20,11.39
6/4/20,11.39
6/5/20,11.39
6/6/20,11.39
6/7/20,11.39
6/8/20,11.47
6/9/20,11.47
6/10/20,11.47
6/11/20,11.47
6/12/20,11.47
6/13/20,11.47
6/14/20,11.47
6/15/20,11.47
6/16/20,11.47
6/17/20,11.55
6/18/20,11.55
6/19/20,11.55
6/20/20,11.55
6/21/20,11.55
6/22/20,11.55
6/23/20,11.55
6/24/20,11.55
6/25/20,11.55
6/26/20,11.55
6/27/20,11.55
6/28/20,11.55
6/29/20,11.55
6/30/20,11.55
7/1/20,11.55
7/2/20,11.47
7/3/20,11.47
7/4/20,11.47
7/5/20,11.47
7/6/20,11.47
7/7/20,11.47
7/8/20,11.47
7/9/20,11.55
7/10/20,11.47
7/11/20,11.47
7/12/20,11.47
7/13/20,11.55
7/14/20,11.55
7/15/20,11.55
7/16/20,11.55
7/17/20,11.55
7/18/20,11.55
7/19/20,11.55
7/20/20,11.55
7/21/20,11.55
7/22/20,11.55
7/23/20,11.55
7/24/20,11.55
7/25/20,11.55
7/26/20,11.55
7/27/20,11.55
7/28/20,11.55
7/29/20,11.55
7/30/20,11.55
7/31/20,11.55
8/1/20,11.55
8/2/20,11.55
8/3/20,11.63
8/4/20,11.63
8/5/20,11.63
8/6/20,11.63
8/7/20,11.63
8/8/20,11.63
8/9/20,11.63
8/10/20,11.63
8/11/20,11.63
8/12/20,11.7
8/13/20,11.63
8/14/20,11.7
8/15/20,11.7
8/16/20,11.7
8/17/20,11.63
8/18/20,11.7
8/19/20,11.7
8/20/20,11.7
8/21/20,11.7
8/22/20,11.7
8/23/20,11.7
8/24/20,11.7
8/25/20,11.7
8/26/20,11.7
8/27/20,11.63
8/28/20,11.63
8/29/20,11.63
8/30/20,11.63
8/31/20,11.7
9/1/20,11.7
9/2/20,11.7
9/3/20,11.7
9/4/20,11.63
9/5/20,11.63
9/6/20,11.63
9/7/20,11.63
9/8/20,11.7
9/9/20,11.63
9/10/20,11.63
9/11/20,11.63
9/12/20,11.63
9/13/20,11.63
9/14/20,11.63
9/15/20,11.55
9/16/20,11.63
9/17/20,11.63
9/18/20,11.63
9/19/20,11.63
9/20/20,11.63
9/21/20,11.63
9/22/20,11.63
9/23/20,11.63
9/24/20,11.63
9/25/20,11.47
9/26/20,11.47
9/27/20,11.47
9/28/20,11.47
9/29/20,11.47
9/30/20,11.55
10/1/20,11.55
10/2/20,11.55
10/3/20,11.55
10/4/20,11.55
10/5/20,11.55
10/6/20,11.55
10/7/20,11.55
10/8/20,11.55
10/9/20,11.55
10/10/20,11.55
10/11/20,11.55
10/12/20,11.55
10/13/20,11.55
10/14/20,11.63
10/15/20,11.55
10/16/20,11.55
10/17/20,11.55
10/18/20,11.55
10/19/20,11.55
10/20/20,11.55
10/21/20,11.55
10/22/20,11.55
10/23/20,11.55
10/24/20,11.55
10/25/20,11.55
10/26/20,11.55
10/27/20,11.55
10/28/20,11.55
10/29/20,11.55
10/30/20,11.55
10/31/20,11.55
11/1/20,11.55
11/2/20,11.55
11/3/20,11.63
11/4/20,11.63
