Date,CUAM China-Hong Kong Strategy A
2/6/19,12.29
2/7/19,12.29
2/8/19,12.31
2/9/19,12.31
2/10/19,12.31
2/11/19,12.42
2/12/19,12.39
2/13/19,12.5
2/14/19,12.46
2/15/19,12.25
2/16/19,12.25
2/17/19,12.25
2/18/19,12.39
2/19/19,12.43
2/20/19,12.53
2/21/19,12.56
2/22/19,12.71
2/23/19,12.71
2/24/19,12.71
2/25/19,12.93
2/26/19,12.81
2/27/19,12.78
2/28/19,12.74
3/1/19,12.91
3/2/19,12.91
3/3/19,12.91
3/4/19,13.06
3/5/19,13.05
3/6/19,13.13
3/7/19,12.87
3/8/19,12.63
3/9/19,12.63
3/10/19,12.63
3/11/19,12.82
3/12/19,12.97
3/13/19,13.0
3/14/19,12.99
3/15/19,13.08
3/16/19,13.08
3/17/19,13.08
3/18/19,13.3
3/19/19,13.27
3/20/19,13.22
3/21/19,13.14
3/22/19,13.13
3/23/19,13.13
3/24/19,13.13
3/25/19,12.97
3/26/19,12.98
3/27/19,13.09
3/28/19,13.13
3/29/19,13.39
3/30/19,13.39
3/31/19,13.39
4/1/19,13.59
4/2/19,13.61
4/3/19,13.7
4/4/19,13.74
4/5/19,13.74
4/6/19,13.74
4/7/19,13.74
4/8/19,13.89
4/9/19,13.87
4/10/19,13.88
4/11/19,13.72
4/12/19,13.77
4/13/19,13.77
4/14/19,13.77
4/15/19,13.64
4/16/19,13.8
4/17/19,13.82
4/18/19,13.72
4/19/19,13.72
4/20/19,13.72
4/21/19,13.72
4/22/19,13.72
4/23/19,13.81
4/24/19,13.77
4/25/19,13.63
4/26/19,13.66
4/27/19,13.66
4/28/19,13.66
4/29/19,13.75
4/30/19,13.69
5/1/19,13.69
5/2/19,13.82
5/3/19,13.89
5/4/19,13.89
5/5/19,13.89
5/6/19,13.38
5/7/19,13.36
5/8/19,13.25
5/9/19,12.93
5/10/19,13.09
5/11/19,13.09
5/12/19,13.09
5/13/19,13.09
5/14/19,12.85
5/15/19,12.98
5/16/19,13.0
5/17/19,12.82
5/18/19,12.82
5/19/19,12.82
5/20/19,12.65
5/21/19,12.67
5/22/19,12.66
5/23/19,12.48
5/24/19,12.54
5/25/19,12.54
5/26/19,12.54
5/27/19,12.55
5/28/19,12.65
5/29/19,12.6
5/30/19,12.55
5/31/19,12.4
6/1/19,12.4
6/2/19,12.4
6/3/19,12.41
6/4/19,12.4
6/5/19,12.43
6/6/19,12.43
6/7/19,12.43
6/8/19,12.43
6/9/19,12.43
6/10/19,12.73
6/11/19,12.89
6/12/19,12.7
6/13/19,12.73
6/14/19,12.66
6/15/19,12.66
6/16/19,12.66
6/17/19,12.72
6/18/19,12.9
6/19/19,13.18
6/20/19,13.42
6/21/19,13.37
6/22/19,13.37
6/23/19,13.37
6/24/19,13.4
6/25/19,13.2
6/26/19,13.22
6/27/19,13.42
6/28/19,13.4
6/29/19,13.4
6/30/19,13.4
7/1/19,13.4
7/2/19,13.67
7/3/19,13.6
7/4/19,13.58
7/5/19,13.63
7/6/19,13.63
7/7/19,13.63
7/8/19,13.37
7/9/19,13.27
7/10/19,13.28
7/11/19,13.37
7/12/19,13.44
7/13/19,13.44
7/14/19,13.44
7/15/19,13.5
7/16/19,13.5
7/17/19,13.49
7/18/19,13.41
7/19/19,13.52
7/20/19,13.52
7/21/19,13.52
7/22/19,13.37
7/23/19,13.44
7/24/19,13.48
7/25/19,13.44
7/26/19,13.37
7/27/19,13.37
7/28/19,13.37
7/29/19,13.28
7/30/19,13.28
7/31/19,13.28
8/1/19,12.95
8/2/19,12.69
8/3/19,12.69
8/4/19,12.69
8/5/19,12.26
8/6/19,12.24
8/7/19,12.25
8/8/19,12.41
8/9/19,12.26
8/10/19,12.26
8/11/19,12.26
8/12/19,12.3
8/13/19,12.17
8/14/19,12.2
8/15/19,12.33
8/16/19,12.55
8/17/19,12.55
8/18/19,12.55
8/19/19,12.82
8/20/19,12.79
8/21/19,12.79
8/22/19,12.75
8/23/19,12.79
8/24/19,12.79
8/25/19,12.79
8/26/19,12.56
8/27/19,12.6
8/28/19,12.54
8/29/19,12.71
8/30/19,12.75
8/31/19,12.75
9/1/19,12.75
9/2/19,12.73
9/3/19,12.64
9/4/19,12.97
9/5/19,13.07
9/6/19,13.08
9/7/19,13.08
9/8/19,13.08
9/9/19,13.01
9/10/19,12.89
9/11/19,12.92
9/12/19,12.95
9/13/19,13.08
9/14/19,13.08
9/15/19,13.08
9/16/19,12.94
9/17/19,12.86
9/18/19,12.96
9/19/19,12.88
9/20/19,12.89
9/21/19,12.89
9/22/19,12.89
9/23/19,12.72
9/24/19,12.72
9/25/19,12.6
9/26/19,12.65
9/27/19,12.56
9/28/19,12.56
9/29/19,12.56
9/30/19,12.57
10/1/19,12.57
10/2/19,12.54
10/3/19,12.61
10/4/19,12.57
10/5/19,12.57
10/6/19,12.57
10/7/19,12.57
10/8/19,12.55
10/9/19,12.51
10/10/19,12.57
10/11/19,12.82
10/12/19,12.82
10/13/19,12.82
10/14/19,12.91
10/15/19,13.0
10/16/19,13.01
10/17/19,13.06
10/18/19,12.94
10/19/19,12.94
10/20/19,12.94
10/21/19,12.96
10/22/19,12.89
10/23/19,12.8
10/24/19,12.93
10/25/19,12.96
10/26/19,12.96
10/27/19,12.96
10/28/19,13.05
10/29/19,13.04
10/30/19,13.02
10/31/19,13.06
11/1/19,13.12
11/2/19,13.12
11/3/19,13.12
11/4/19,13.35
11/5/19,13.41
11/6/19,13.43
11/7/19,13.55
11/8/19,13.51
11/9/19,13.51
11/10/19,13.51
11/11/19,13.24
11/12/19,13.24
11/13/19,13.13
11/14/19,13.03
11/15/19,13.03
11/16/19,13.03
11/17/19,13.03
11/18/19,13.13
11/19/19,13.31
11/20/19,13.26
11/21/19,13.15
11/22/19,13.16
11/23/19,13.16
11/24/19,13.16
11/25/19,13.27
11/26/19,13.28
11/27/19,13.36
11/28/19,13.3
11/29/19,13.05
11/30/19,13.05
12/1/19,13.05
12/2/19,13.06
12/3/19,13.01
12/4/19,12.95
12/5/19,12.99
12/6/19,13.15
12/7/19,13.15
12/8/19,13.15
12/9/19,13.06
12/10/19,13.04
12/11/19,13.08
12/12/19,13.2
12/13/19,13.47
12/14/19,13.47
12/15/19,13.47
12/16/19,13.48
12/17/19,13.7
12/18/19,13.71
12/19/19,13.65
12/20/19,13.67
12/21/19,13.67
12/22/19,13.67
12/23/19,13.72
12/24/19,13.7
12/25/19,13.7
12/26/19,13.7
12/27/19,13.85
12/28/19,13.85
12/29/19,13.85
12/30/19,13.95
12/31/19,13.84
1/1/20,13.84
1/2/20,13.98
1/3/20,13.89
1/4/20,13.89
1/5/20,13.89
1/6/20,13.75
1/7/20,13.93
1/8/20,13.79
1/9/20,14.06
1/10/20,14.06
1/11/20,14.06
1/12/20,14.06
1/13/20,14.26
1/14/20,14.2
1/15/20,14.16
1/16/20,14.29
1/17/20,14.34
1/18/20,14.34
1/19/20,14.34
1/20/20,14.29
1/21/20,13.95
1/22/20,14.07
1/23/20,13.78
1/24/20,13.81
1/25/20,13.81
1/26/20,13.81
1/27/20,13.81
1/28/20,13.81
1/29/20,13.56
1/30/20,13.26
1/31/20,13.27
2/1/20,13.27
2/2/20,13.27
2/3/20,13.27
2/4/20,13.64
2/5/20,13.73
2/6/20,14.0
2/7/20,13.99
2/8/20,13.99
2/9/20,13.99
2/10/20,13.96
2/11/20,14.11
2/12/20,14.27
2/13/20,14.23
2/14/20,14.34
2/15/20,14.34
2/16/20,14.34
2/17/20,14.47
2/18/20,14.33
2/19/20,14.34
2/20/20,14.4
2/21/20,14.33
2/22/20,14.33
2/23/20,14.33
2/24/20,14.08
2/25/20,14.19
2/26/20,14.07
2/27/20,14.13
2/28/20,13.81
2/29/20,13.81
3/1/20,13.81
3/2/20,14.05
3/3/20,14.13
3/4/20,14.21
3/5/20,14.52
3/6/20,14.3
3/7/20,14.3
3/8/20,14.3
3/9/20,13.78
3/10/20,13.95
3/11/20,13.89
3/12/20,13.34
3/13/20,13.33
3/14/20,13.33
3/15/20,13.33
3/16/20,12.49
3/17/20,12.59
3/18/20,12.1
3/19/20,11.85
3/20/20,12.36
3/21/20,12.36
3/22/20,12.36
3/23/20,11.84
3/24/20,12.4
3/25/20,12.88
3/26/20,12.85
3/27/20,12.85
3/28/20,12.85
3/29/20,12.85
3/30/20,12.64
3/31/20,12.93
4/1/20,12.86
4/2/20,13.02
4/3/20,13.0
4/4/20,13.0
4/5/20,13.0
4/6/20,13.16
4/7/20,13.48
4/8/20,13.32
4/9/20,13.51
4/10/20,13.51
4/11/20,13.51
4/12/20,13.51
4/13/20,13.51
4/14/20,13.75
4/15/20,13.62
4/16/20,13.75
4/17/20,13.87
4/18/20,13.87
4/19/20,13.87
4/20/20,13.91
4/21/20,13.74
4/22/20,13.98
4/23/20,13.98
4/24/20,13.74
4/25/20,13.74
4/26/20,13.74
4/27/20,14.0
4/28/20,14.11
4/29/20,14.22
4/30/20,14.22
5/1/20,14.22
5/2/20,14.22
5/3/20,14.22
5/4/20,13.78
5/5/20,13.91
5/6/20,14.1
5/7/20,14.21
5/8/20,14.37
5/9/20,14.37
5/10/20,14.37
5/11/20,14.59
5/12/20,14.68
5/13/20,14.7
5/14/20,14.77
5/15/20,14.72
5/16/20,14.72
5/17/20,14.72
5/18/20,14.97
5/19/20,15.15
5/20/20,15.01
5/21/20,14.9
5/22/20,14.38
5/23/20,14.38
5/24/20,14.38
5/25/20,14.65
5/26/20,14.9
5/27/20,14.63
5/28/20,14.49
5/29/20,14.79
5/30/20,14.79
5/31/20,14.79
6/1/20,15.3
6/2/20,15.35
6/3/20,15.62
6/4/20,15.62
6/5/20,15.64
6/6/20,15.64
6/7/20,15.64
6/8/20,15.35
6/9/20,15.44
6/10/20,15.69
6/11/20,15.49
6/12/20,15.57
6/13/20,15.57
6/14/20,15.57
6/15/20,15.47
6/16/20,15.79
6/17/20,16.02
6/18/20,16.1
6/19/20,16.34
6/20/20,16.34
6/21/20,16.34
6/22/20,16.34
6/23/20,16.83
6/24/20,16.87
6/25/20,16.87
6/26/20,16.81
6/27/20,16.81
6/28/20,16.81
6/29/20,16.93
6/30/20,17.29
7/1/20,17.29
7/2/20,17.78
7/3/20,18.16
7/4/20,18.16
7/5/20,18.16
7/6/20,18.73
7/7/20,18.99
7/8/20,19.56
7/9/20,20.21
7/10/20,20.24
7/11/20,20.24
7/12/20,20.24
7/13/20,20.49
7/14/20,20.11
7/15/20,20.22
7/16/20,18.94
7/17/20,19.4
7/18/20,19.4
7/19/20,19.4
7/20/20,19.59
7/21/20,20.21
7/22/20,20.11
7/23/20,20.59
7/24/20,19.54
7/25/20,19.54
7/26/20,19.54
7/27/20,19.64
7/28/20,20.11
7/29/20,20.37
7/30/20,20.54
7/31/20,20.85
8/1/20,20.85
8/2/20,20.85
8/3/20,20.98
8/4/20,21.22
8/5/20,21.61
8/6/20,21.52
8/7/20,20.87
8/8/20,20.87
8/9/20,20.87
8/10/20,20.4
8/11/20,20.56
8/12/20,19.98
8/13/20,19.99
8/14/20,20.06
8/15/20,20.06
8/16/20,20.06
8/17/20,20.23
8/18/20,20.63
8/19/20,20.42
8/20/20,20.19
8/21/20,20.43
8/22/20,20.43
8/23/20,20.43
8/24/20,20.81
8/25/20,20.93
8/26/20,21.15
8/27/20,21.33
8/28/20,21.65
8/29/20,21.65
8/30/20,21.65
8/31/20,21.38
9/1/20,21.67
9/2/20,21.74
9/3/20,21.5
9/4/20,21.08
9/5/20,21.08
9/6/20,21.08
9/7/20,20.8
9/8/20,20.69
9/9/20,20.14
9/10/20,20.27
9/11/20,20.64
9/12/20,20.64
9/13/20,20.64
9/14/20,21.01
9/15/20,21.57
9/16/20,21.53
9/17/20,21.05
9/18/20,21.33
9/19/20,21.33
9/20/20,21.33
9/21/20,21.01
9/22/20,20.92
9/23/20,21.29
9/24/20,20.68
9/25/20,20.53
9/26/20,20.53
9/27/20,20.53
9/28/20,20.83
9/29/20,20.86
9/30/20,21.1
10/1/20,21.1
10/2/20,21.1
10/3/20,21.1
10/4/20,21.1
10/5/20,21.4
10/6/20,21.68
10/7/20,21.75
10/8/20,21.8
10/9/20,21.76
10/10/20,21.76
10/11/20,21.76
10/12/20,22.52
10/13/20,22.52
10/14/20,22.26
10/15/20,21.85
10/16/20,22.03
10/17/20,22.03
10/18/20,22.03
10/19/20,21.79
10/20/20,21.88
10/21/20,22.32
10/22/20,22.16
10/23/20,21.67
10/24/20,21.67
10/25/20,21.67
10/26/20,21.67
10/27/20,21.67
10/28/20,22.03
10/29/20,22.07
10/30/20,21.79
10/31/20,21.79
11/1/20,21.79
11/2/20,21.79
11/3/20,21.81
11/4/20,21.83
