Date,Harvest China Equity A HKD Acc
2/28/14,114.74
3/1/14,114.74
3/2/14,114.74
3/3/14,113.88
3/4/14,114.53
3/5/14,115.1
3/6/14,115.79
3/7/14,116.14
3/8/14,116.14
3/9/14,116.14
3/10/14,114.28
3/11/14,113.97
3/12/14,112.07
3/13/14,110.99
3/14/14,108.59
3/15/14,108.59
3/16/14,108.59
3/17/14,108.38
3/18/14,110.53
3/19/14,111.0
3/20/14,110.11
3/21/14,110.2
3/22/14,110.2
3/23/14,110.2
3/24/14,111.48
3/25/14,109.24
3/26/14,109.72
3/27/14,107.13
3/28/14,108.24
3/29/14,108.24
3/30/14,108.24
3/31/14,109.7
4/1/14,111.8
4/2/14,112.3
4/3/14,111.8
4/4/14,110.54
4/5/14,110.54
4/6/14,110.54
4/7/14,108.5
4/8/14,108.59
4/9/14,110.16
4/10/14,112.06
4/11/14,108.98
4/12/14,108.98
4/13/14,108.98
4/14/14,108.03
4/15/14,106.55
4/16/14,106.7
4/17/14,108.01
4/18/14,108.01
4/19/14,108.01
4/20/14,108.01
4/21/14,108.01
4/22/14,108.25
4/23/14,108.46
4/24/14,108.38
4/25/14,106.95
4/26/14,106.95
4/27/14,106.95
4/28/14,104.47
4/29/14,104.3
4/30/14,103.08
5/1/14,103.08
5/2/14,104.07
5/3/14,104.07
5/4/14,104.07
5/5/14,103.65
5/6/14,103.65
5/7/14,101.59
5/8/14,100.31
5/9/14,99.36
5/10/14,99.36
5/11/14,99.36
5/12/14,101.35
5/13/14,103.02
5/14/14,103.9
5/15/14,104.81
5/16/14,103.88
5/17/14,103.88
5/18/14,103.88
5/19/14,103.6
5/20/14,104.27
5/21/14,104.53
5/22/14,106.26
5/23/14,107.05
5/24/14,107.05
5/25/14,107.05
5/26/14,107.48
5/27/14,106.93
5/28/14,107.27
5/29/14,106.45
5/30/14,107.26
5/31/14,107.26
6/1/14,107.26
6/2/14,107.26
6/3/14,108.0
6/4/14,107.19
6/5/14,107.74
6/6/14,108.05
6/7/14,108.05
6/8/14,108.05
6/9/14,108.74
6/10/14,109.99
6/11/14,110.59
6/12/14,110.63
6/13/14,111.26
6/14/14,111.26
6/15/14,111.26
6/16/14,111.21
6/17/14,110.43
6/18/14,110.36
6/19/14,109.68
6/20/14,109.5
6/21/14,109.5
6/22/14,109.5
6/23/14,107.96
6/24/14,108.64
6/25/14,108.75
6/26/14,110.17
6/27/14,110.27
6/28/14,110.27
6/29/14,110.27
6/30/14,110.86
7/1/14,110.86
7/2/14,112.69
7/3/14,113.93
7/4/14,114.62
7/5/14,114.62
7/6/14,114.62
7/7/14,114.71
7/8/14,114.05
7/9/14,112.35
7/10/14,113.05
7/11/14,112.7
7/12/14,112.7
7/13/14,112.7
7/14/14,113.33
7/15/14,113.95
7/16/14,113.99
7/17/14,113.81
7/18/14,113.43
7/19/14,113.43
7/20/14,113.43
7/21/14,113.13
7/22/14,114.87
7/23/14,115.88
7/24/14,116.7
7/25/14,116.93
7/26/14,116.93
7/27/14,116.93
7/28/14,118.0
7/29/14,118.35
7/30/14,117.64
7/31/14,118.23
8/1/14,116.93
8/2/14,116.93
8/3/14,116.93
8/4/14,117.91
8/5/14,118.31
8/6/14,117.91
8/7/14,116.58
8/8/14,116.5
8/9/14,116.5
8/10/14,116.5
8/11/14,118.28
8/12/14,119.29
8/13/14,120.26
8/14/14,119.56
8/15/14,119.71
8/16/14,119.71
8/17/14,119.71
8/18/14,119.58
8/19/14,120.5
8/20/14,120.57
8/21/14,119.73
8/22/14,120.5
8/23/14,120.5
8/24/14,120.5
8/25/14,121.34
8/26/14,121.16
8/27/14,120.4
8/28/14,118.69
8/29/14,118.93
8/30/14,118.93
8/31/14,118.93
9/1/14,119.2
9/2/14,119.33
9/3/14,122.01
9/4/14,122.53
9/5/14,122.38
9/6/14,122.38
9/7/14,122.38
9/8/14,122.65
9/9/14,122.65
9/10/14,120.14
9/11/14,119.88
9/12/14,119.72
9/13/14,119.72
9/14/14,119.72
9/15/14,118.4
9/16/14,116.88
9/17/14,118.24
9/18/14,117.55
9/19/14,118.28
9/20/14,118.28
9/21/14,118.28
9/22/14,116.41
9/23/14,115.88
9/24/14,116.84
9/25/14,116.89
9/26/14,116.01
9/27/14,116.01
9/28/14,116.01
9/29/14,114.19
9/30/14,113.59
10/1/14,113.59
10/2/14,113.59
10/3/14,114.07
10/4/14,114.07
10/5/14,114.07
10/6/14,115.97
10/7/14,116.2
10/8/14,115.65
10/9/14,116.76
10/10/14,114.85
10/11/14,114.85
10/12/14,114.85
10/13/14,113.73
10/14/14,113.27
10/15/14,113.98
10/16/14,113.52
10/17/14,113.87
10/18/14,113.87
10/19/14,113.87
10/20/14,114.84
10/21/14,115.14
10/22/14,116.48
10/23/14,115.86
10/24/14,115.79
10/25/14,115.79
10/26/14,115.79
10/27/14,114.69
10/28/14,116.17
10/29/14,117.87
10/30/14,117.44
10/31/14,119.34
11/1/14,119.34
11/2/14,119.34
11/3/14,119.5
11/4/14,119.64
11/5/14,118.84
11/6/14,118.51
11/7/14,118.62
11/8/14,118.62
11/9/14,118.62
11/10/14,119.83
11/11/14,119.94
11/12/14,120.62
11/13/14,120.9
11/14/14,120.98
11/15/14,120.98
11/16/14,120.98
11/17/14,119.41
11/18/14,117.79
11/19/14,117.45
11/20/14,117.3
11/21/14,117.75
11/22/14,117.75
11/23/14,117.75
11/24/14,121.02
11/25/14,120.33
11/26/14,121.39
11/27/14,120.85
11/28/14,120.57
11/29/14,120.57
11/30/14,120.57
12/1/14,117.35
12/2/14,118.58
12/3/14,118.03
12/4/14,120.09
12/5/14,120.14
12/6/14,120.14
12/7/14,120.14
12/8/14,120.42
12/9/14,116.44
12/10/14,118.62
12/11/14,117.73
12/12/14,118.19
12/13/14,118.19
12/14/14,118.19
12/15/14,117.62
12/16/14,116.15
12/17/14,115.44
12/18/14,116.63
12/19/14,117.08
12/20/14,117.08
12/21/14,117.08
12/22/14,117.86
12/23/14,116.88
12/24/14,116.49
12/25/14,116.49
12/26/14,116.49
12/27/14,116.49
12/28/14,116.49
12/29/14,119.07
12/30/14,118.95
12/31/14,120.61
1/1/15,120.61
1/2/15,123.63
1/3/15,123.63
1/4/15,123.63
1/5/15,124.18
1/6/15,123.04
1/7/15,123.55
1/8/15,124.51
1/9/15,125.01
1/10/15,125.01
1/11/15,125.01
1/12/15,123.51
1/13/15,123.58
1/14/15,123.19
1/15/15,124.38
1/16/15,122.92
1/17/15,122.92
1/18/15,122.92
1/19/15,118.51
1/20/15,120.56
1/21/15,123.06
1/22/15,123.16
1/23/15,124.26
1/24/15,124.26
1/25/15,124.26
1/26/15,124.27
1/27/15,122.91
1/28/15,122.68
1/29/15,121.04
1/30/15,120.63
1/31/15,120.63
2/1/15,120.63
2/2/15,119.14
2/3/15,120.19
2/4/15,119.73
2/5/15,118.91
2/6/15,117.66
2/7/15,117.66
2/8/15,117.66
2/9/15,116.78
2/10/15,116.92
2/11/15,116.3
2/12/15,117.2
2/13/15,118.64
2/14/15,118.64
2/15/15,118.64
2/16/15,119.12
2/17/15,119.32
2/18/15,119.57
2/19/15,119.57
2/20/15,119.57
2/21/15,119.57
2/22/15,119.57
2/23/15,119.64
2/24/15,119.8
2/25/15,120.22
2/26/15,121.52
2/27/15,121.38
2/28/15,121.38
3/1/15,121.38
3/2/15,121.88
3/3/15,120.08
3/4/15,119.04
3/5/15,118.26
3/6/15,118.63
3/7/15,118.63
3/8/15,118.63
3/9/15,118.82
3/10/15,117.07
3/11/15,116.44
3/12/15,117.13
3/13/15,117.57
3/14/15,117.57
3/15/15,117.57
3/16/15,118.07
3/17/15,118.27
3/18/15,119.49
3/19/15,120.64
3/20/15,120.58
3/21/15,120.58
3/22/15,120.58
3/23/15,121.5
3/24/15,120.96
3/25/15,121.17
3/26/15,120.63
3/27/15,121.18
3/28/15,121.18
3/29/15,121.18
3/30/15,124.89
3/31/15,125.18
4/1/15,126.69
4/2/15,128.05
4/3/15,128.05
4/4/15,128.05
4/5/15,128.05
4/6/15,128.05
4/7/15,128.05
4/8/15,136.48
4/9/15,140.31
4/10/15,142.97
4/11/15,142.97
4/12/15,142.97
4/13/15,149.43
4/14/15,144.45
4/15/15,144.97
4/16/15,147.62
4/17/15,146.43
4/18/15,146.43
4/19/15,146.43
4/20/15,141.58
4/21/15,145.57
4/22/15,148.39
4/23/15,147.02
4/24/15,146.64
4/25/15,146.64
4/26/15,146.64
4/27/15,149.8
4/28/15,149.59
4/29/15,148.78
4/30/15,148.17
5/1/15,148.17
5/2/15,148.17
5/3/15,148.17
5/4/15,148.65
5/5/15,144.78
5/6/15,142.83
5/7/15,140.05
5/8/15,142.95
5/9/15,142.95
5/10/15,142.95
5/11/15,144.89
5/12/15,143.18
5/13/15,142.24
5/14/15,142.27
5/15/15,144.01
5/16/15,144.01
5/17/15,144.01
5/18/15,144.04
5/19/15,146.32
5/20/15,146.63
5/21/15,145.64
5/22/15,147.81
5/23/15,147.81
5/24/15,147.81
5/25/15,147.81
5/26/15,151.65
5/27/15,150.88
5/28/15,146.54
5/29/15,146.54
5/30/15,146.54
5/31/15,146.54
6/1/15,148.6
6/2/15,147.6
6/3/15,145.76
6/4/15,145.41
6/5/15,143.29
6/6/15,143.29
6/7/15,143.29
6/8/15,143.18
6/9/15,139.62
6/10/15,138.96
6/11/15,140.05
6/12/15,143.35
6/13/15,143.35
6/14/15,143.35
6/15/15,140.98
6/16/15,138.73
6/17/15,140.52
6/18/15,140.24
6/19/15,138.86
6/20/15,138.86
6/21/15,138.86
6/22/15,139.9
6/23/15,142.44
6/24/15,143.92
6/25/15,142.52
6/26/15,139.05
6/27/15,139.05
6/28/15,139.05
6/29/15,133.83
6/30/15,136.86
7/1/15,136.86
7/2/15,135.02
7/3/15,131.33
7/4/15,131.33
7/5/15,131.33
7/6/15,124.02
7/7/15,118.1
7/8/15,109.32
7/9/15,118.04
7/10/15,122.26
7/11/15,122.26
7/12/15,122.26
7/13/15,124.52
