Date,Franklin Biotechnology Discv A(acc)HKD
12/16/14,19.32
12/17/14,20.08
12/18/14,20.79
12/19/14,21.11
12/20/14,21.11
12/21/14,21.11
12/22/14,20.67
12/23/14,19.63
12/24/14,19.98
12/25/14,19.98
12/26/14,20.44
12/27/14,20.44
12/28/14,20.44
12/29/14,20.52
12/30/14,20.29
12/31/14,20.29
1/1/15,20.29
1/2/15,20.5
1/3/15,20.5
1/4/15,20.5
1/5/15,20.51
1/6/15,20.16
1/7/15,20.79
1/8/15,21.0
1/9/15,20.96
1/10/15,20.96
1/11/15,20.96
1/12/15,21.12
1/13/15,21.02
1/14/15,21.07
1/15/15,20.5
1/16/15,21.13
1/17/15,21.13
1/18/15,21.13
1/19/15,21.13
1/20/15,21.36
1/21/15,21.03
1/22/15,21.15
1/23/15,21.34
1/24/15,21.34
1/25/15,21.34
1/26/15,21.7
1/27/15,21.7
1/28/15,21.21
1/29/15,21.44
1/30/15,21.39
1/31/15,21.39
2/1/15,21.39
2/2/15,21.21
2/3/15,21.1
2/4/15,20.65
2/5/15,21.17
2/6/15,20.9
2/7/15,20.9
2/8/15,20.9
2/9/15,20.75
2/10/15,21.05
2/11/15,21.04
2/12/15,21.3
2/13/15,21.51
2/14/15,21.51
2/15/15,21.51
2/16/15,21.51
2/17/15,21.7
2/18/15,21.91
2/19/15,22.07
2/20/15,22.34
2/21/15,22.34
2/22/15,22.34
2/23/15,22.57
2/24/15,22.36
2/25/15,22.56
2/26/15,22.73
2/27/15,22.54
2/28/15,22.54
3/1/15,22.54
3/2/15,22.75
3/3/15,22.7
3/4/15,22.95
3/5/15,23.5
3/6/15,23.12
3/7/15,23.12
3/8/15,23.12
3/9/15,23.12
3/10/15,23.16
3/11/15,23.32
3/12/15,23.37
3/13/15,23.46
3/14/15,23.46
3/15/15,23.46
3/16/15,23.94
3/17/15,24.09
3/18/15,24.13
3/19/15,24.69
3/20/15,24.69
3/21/15,24.69
3/22/15,24.69
3/23/15,24.05
3/24/15,23.89
3/25/15,22.85
3/26/15,22.77
3/27/15,23.13
3/28/15,23.13
3/29/15,23.13
3/30/15,23.6
3/31/15,23.15
4/1/15,22.93
4/2/15,22.84
4/3/15,22.84
4/4/15,22.84
4/5/15,22.84
4/6/15,22.74
4/7/15,22.87
4/8/15,23.34
4/9/15,23.38
4/10/15,23.66
4/11/15,23.66
4/12/15,23.66
4/13/15,23.8
4/14/15,23.79
4/15/15,24.04
4/16/15,24.13
4/17/15,23.71
4/18/15,23.71
4/19/15,23.71
4/20/15,23.91
4/21/15,24.19
4/22/15,24.11
4/23/15,24.39
4/24/15,24.06
4/25/15,24.06
4/26/15,24.06
4/27/15,23.06
4/28/15,22.72
4/29/15,22.65
4/30/15,21.91
5/1/15,22.46
5/2/15,22.46
5/3/15,22.46
5/4/15,22.62
5/5/15,22.06
5/6/15,22.2
5/7/15,22.43
5/8/15,22.84
5/9/15,22.84
5/10/15,22.84
5/11/15,22.89
5/12/15,22.93
5/13/15,22.9
5/14/15,22.98
5/15/15,23.08
5/16/15,23.08
5/17/15,23.08
5/18/15,23.38
5/19/15,23.28
5/20/15,23.48
5/21/15,23.5
5/22/15,23.54
5/23/15,23.54
5/24/15,23.54
5/25/15,23.54
5/26/15,23.42
5/27/15,23.88
5/28/15,23.83
5/29/15,24.04
5/30/15,24.04
5/31/15,24.04
6/1/15,23.95
6/2/15,23.74
6/3/15,23.95
6/4/15,23.7
6/5/15,24.01
6/6/15,24.01
6/7/15,24.01
6/8/15,23.82
6/9/15,23.64
6/10/15,23.94
6/11/15,24.09
6/12/15,23.92
6/13/15,23.92
6/14/15,23.92
6/15/15,23.93
6/16/15,23.95
6/17/15,24.03
6/18/15,24.65
6/19/15,24.62
6/20/15,24.62
6/21/15,24.62
6/22/15,25.05
6/23/15,25.01
6/24/15,24.59
6/25/15,24.45
6/26/15,24.23
6/27/15,24.23
6/28/15,24.23
6/29/15,23.47
6/30/15,24.12
7/1/15,24.13
7/2/15,24.08
7/3/15,24.09
7/4/15,24.09
7/5/15,24.09
7/6/15,24.26
7/7/15,24.32
7/8/15,23.64
7/9/15,23.85
7/10/15,24.24
7/11/15,24.24
7/12/15,24.24
7/13/15,24.63
7/14/15,25.22
7/15/15,25.41
7/16/15,25.77
7/17/15,25.9
7/18/15,25.9
7/19/15,25.9
7/20/15,25.81
7/21/15,25.51
7/22/15,25.54
7/23/15,25.46
7/24/15,24.41
7/25/15,24.41
7/26/15,24.41
7/27/15,24.22
7/28/15,24.79
7/29/15,24.34
7/30/15,24.33
7/31/15,24.6
8/1/15,24.6
8/2/15,24.6
8/3/15,24.58
8/4/15,24.64
8/5/15,24.84
8/6/15,23.85
8/7/15,23.53
8/8/15,23.53
8/9/15,23.53
8/10/15,23.64
8/11/15,23.27
8/12/15,23.38
8/13/15,23.21
8/14/15,23.05
8/15/15,23.05
8/16/15,23.05
8/17/15,23.61
8/18/15,23.33
8/19/15,23.16
8/20/15,22.3
8/21/15,21.84
8/22/15,21.84
8/23/15,21.84
8/24/15,20.8
8/25/15,20.9
8/26/15,21.84
8/27/15,22.42
8/28/15,22.67
8/29/15,22.67
8/30/15,22.67
8/31/15,22.17
9/1/15,21.64
9/2/15,22.45
9/3/15,21.88
9/4/15,21.92
9/5/15,21.92
9/6/15,21.92
9/7/15,21.92
9/8/15,22.84
9/9/15,22.44
9/10/15,22.89
9/11/15,23.24
9/12/15,23.24
9/13/15,23.24
9/14/15,23.1
9/15/15,23.34
9/16/15,23.26
9/17/15,23.71
9/18/15,23.53
9/19/15,23.53
9/20/15,23.53
9/21/15,22.44
9/22/15,21.98
9/23/15,22.01
9/24/15,21.57
9/25/15,20.26
9/26/15,20.26
9/27/15,20.26
9/28/15,18.85
9/29/15,18.6
9/30/15,19.4
10/1/15,19.55
10/2/15,20.24
10/3/15,20.24
10/4/15,20.24
10/5/15,20.18
10/6/15,19.36
10/7/15,19.82
10/8/15,19.69
10/9/15,19.83
10/10/15,19.83
10/11/15,19.83
10/12/15,19.77
10/13/15,19.08
10/14/15,19.23
10/15/15,20.16
10/16/15,20.04
10/17/15,20.04
10/18/15,20.04
10/19/15,20.15
10/20/15,19.52
10/21/15,19.44
10/22/15,19.49
10/23/15,19.93
10/24/15,19.93
10/25/15,19.93
