Date,AB SICAV I Low Volatility Eq A HKD Acc
6/13/14,152.63
6/14/14,152.63
6/15/14,152.63
6/16/14,152.7
6/17/14,152.62
6/18/14,153.78
6/19/14,154.16
6/20/14,154.26
6/21/14,154.26
6/22/14,154.26
6/23/14,154.26
6/24/14,153.01
6/25/14,153.09
6/26/14,153.18
6/27/14,153.56
6/28/14,153.56
6/29/14,153.56
6/30/14,153.55
7/1/14,154.57
7/2/14,154.38
7/3/14,155.08
7/4/14,155.08
7/5/14,155.08
7/6/14,155.08
7/7/14,154.46
7/8/14,153.76
7/9/14,154.07
7/10/14,153.29
7/11/14,153.61
7/12/14,153.61
7/13/14,153.61
7/14/14,154.38
7/15/14,153.92
7/16/14,154.31
7/17/14,153.46
7/18/14,154.33
7/19/14,154.33
7/20/14,154.33
7/21/14,153.87
7/22/14,154.33
7/23/14,154.47
7/24/14,154.69
7/25/14,153.92
7/26/14,153.92
7/27/14,153.92
7/28/14,153.99
7/29/14,153.45
7/30/14,153.29
7/31/14,151.67
8/1/14,151.12
8/2/14,151.12
8/3/14,151.12
8/4/14,151.51
8/5/14,150.58
8/6/14,150.59
8/7/14,149.9
8/8/14,150.45
8/9/14,150.45
8/10/14,150.45
8/11/14,151.22
8/12/14,151.3
8/13/14,151.99
8/14/14,152.84
8/15/14,152.84
8/16/14,152.84
8/17/14,152.84
8/18/14,153.69
8/19/14,154.39
8/20/14,154.16
8/21/14,154.46
8/22/14,154.07
8/23/14,154.07
8/24/14,154.07
8/25/14,154.54
8/26/14,154.7
8/27/14,155.08
8/28/14,155.08
8/29/14,155.15
8/30/14,155.15
8/31/14,155.15
9/1/14,155.15
9/2/14,155.63
9/3/14,156.16
9/4/14,155.7
9/5/14,156.16
9/6/14,156.16
9/7/14,156.16
9/8/14,155.46
9/9/14,155.02
9/10/14,155.56
9/11/14,155.31
9/12/14,154.85
9/13/14,154.85
9/14/14,154.85
9/15/14,155.18
9/16/14,155.87
9/17/14,155.32
9/18/14,156.26
9/19/14,155.8
9/20/14,155.8
9/21/14,155.8
9/22/14,155.57
9/23/14,154.41
9/24/14,155.35
9/25/14,153.61
9/26/14,154.23
9/27/14,154.23
9/28/14,154.23
9/29/14,154.2
9/30/14,153.74
10/1/14,152.55
10/2/14,152.06
10/3/14,152.89
10/4/14,152.89
10/5/14,152.89
10/6/14,153.08
10/7/14,151.37
10/8/14,153.74
10/9/14,151.32
10/10/14,150.03
10/11/14,150.03
10/12/14,150.03
10/13/14,148.94
10/14/14,148.77
10/15/14,147.69
10/16/14,146.72
10/17/14,148.54
10/18/14,148.54
10/19/14,148.54
10/20/14,150.03
10/21/14,151.85
10/22/14,151.42
10/23/14,152.42
10/24/14,153.36
10/25/14,153.36
10/26/14,153.36
10/27/14,153.59
10/28/14,155.22
10/29/14,154.92
10/30/14,155.95
10/31/14,157.49
11/1/14,157.49
11/2/14,157.49
11/3/14,156.93
11/4/14,157.37
11/5/14,158.13
11/6/14,157.84
11/7/14,157.54
11/8/14,157.54
11/9/14,157.54
11/10/14,158.37
11/11/14,158.66
11/12/14,158.36
11/13/14,159.2
11/14/14,159.04
11/15/14,159.04
11/16/14,159.04
11/17/14,159.12
11/18/14,159.98
11/19/14,159.6
11/20/14,159.31
11/21/14,159.35
11/22/14,159.35
11/23/14,159.35
11/24/14,159.45
11/25/14,159.58
11/26/14,160.21
11/27/14,160.21
11/28/14,160.21
11/29/14,160.21
11/30/14,160.21
12/1/14,159.83
12/2/14,160.14
12/3/14,160.02
12/4/14,159.68
12/5/14,159.36
12/6/14,159.36
12/7/14,159.36
12/8/14,158.36
12/9/14,157.91
12/10/14,156.34
12/11/14,156.96
12/12/14,154.79
12/13/14,154.79
12/14/14,154.79
12/15/14,153.73
12/16/14,153.45
12/17/14,154.96
12/18/14,157.91
12/19/14,157.77
12/20/14,157.77
12/21/14,157.77
12/22/14,158.9
12/23/14,158.85
12/24/14,158.97
12/25/14,158.97
12/26/14,158.97
12/27/14,158.97
12/28/14,158.97
12/29/14,159.12
12/30/14,158.39
12/31/14,157.18
1/1/15,157.18
1/2/15,156.6
1/3/15,156.6
1/4/15,156.6
1/5/15,154.79
1/6/15,153.84
1/7/15,155.48
1/8/15,158.11
1/9/15,157.61
1/10/15,157.61
1/11/15,157.61
1/12/15,157.07
1/13/15,157.77
1/14/15,157.56
1/15/15,156.91
1/16/15,157.8
1/17/15,157.8
1/18/15,157.8
1/19/15,157.8
1/20/15,158.06
1/21/15,158.34
1/22/15,159.41
1/23/15,158.82
1/24/15,158.82
1/25/15,158.82
1/26/15,159.68
1/27/15,159.22
1/28/15,157.75
1/29/15,159.22
1/30/15,156.67
1/31/15,156.67
2/1/15,156.67
2/2/15,158.54
2/3/15,160.29
2/4/15,159.85
2/5/15,161.23
2/6/15,160.18
2/7/15,160.18
2/8/15,160.18
2/9/15,159.72
2/10/15,161.19
2/11/15,160.99
2/12/15,162.21
2/13/15,162.64
2/14/15,162.64
2/15/15,162.64
2/16/15,162.64
2/17/15,163.26
2/18/15,163.64
2/19/15,163.62
2/20/15,164.66
2/21/15,164.66
2/22/15,164.66
2/23/15,164.82
2/24/15,165.0
2/25/15,165.14
2/26/15,164.73
2/27/15,164.47
2/28/15,164.47
3/1/15,164.47
3/2/15,165.1
3/3/15,164.25
3/4/15,163.7
3/5/15,164.1
3/6/15,162.03
3/7/15,162.03
3/8/15,162.03
3/9/15,162.49
3/10/15,159.87
3/11/15,159.49
3/12/15,161.36
3/13/15,160.35
3/14/15,160.35
3/15/15,160.35
3/16/15,162.28
3/17/15,161.77
3/18/15,164.02
3/19/15,163.25
3/20/15,165.04
3/21/15,165.04
3/22/15,165.04
3/23/15,165.74
3/24/15,165.28
3/25/15,163.63
3/26/15,162.82
3/27/15,163.23
3/28/15,163.23
3/29/15,163.23
3/30/15,164.08
3/31/15,162.41
4/1/15,162.65
4/2/15,163.58
4/3/15,163.58
4/4/15,163.58
4/5/15,163.58
4/6/15,163.58
4/7/15,164.65
4/8/15,165.0
4/9/15,165.23
4/10/15,165.77
4/11/15,165.77
4/12/15,165.77
4/13/15,164.77
4/14/15,165.91
4/15/15,166.18
4/16/15,166.68
4/17/15,164.8
4/18/15,164.8
4/19/15,164.8
4/20/15,165.38
4/21/15,166.08
4/22/15,166.24
4/23/15,167.09
4/24/15,168.25
4/25/15,168.25
4/26/15,168.25
4/27/15,167.94
4/28/15,168.41
4/29/15,166.87
4/30/15,165.31
5/1/15,165.31
5/2/15,165.31
5/3/15,165.31
5/4/15,166.21
5/5/15,164.56
5/6/15,164.57
5/7/15,164.55
5/8/15,166.87
5/9/15,166.87
5/10/15,166.87
5/11/15,165.89
5/12/15,165.26
5/13/15,165.88
5/14/15,165.88
5/15/15,167.95
5/16/15,167.95
5/17/15,167.95
5/18/15,167.88
5/19/15,167.82
5/20/15,167.44
5/21/15,167.48
5/22/15,166.35
5/23/15,166.35
5/24/15,166.35
5/25/15,166.35
5/26/15,164.33
5/27/15,165.94
5/28/15,165.84
5/29/15,164.99
5/30/15,164.99
5/31/15,164.99
6/1/15,164.88
6/2/15,164.89
6/3/15,165.53
6/4/15,163.95
6/5/15,162.55
6/6/15,162.55
6/7/15,162.55
6/8/15,162.17
6/9/15,161.81
6/10/15,163.88
6/11/15,164.43
6/12/15,163.36
